18,19,21,15,13,25,16,23,24,12,28,22,17,27,14,26,29,9,11,32,30,10,8,6,35,31,33,7,34,3,4,36,38,1,2,5,39,0,37,20
22,23,18,24,26,19,20,25,15,27,29,14,17,28,12,13,16,30,31,32,9,10,33,34,11,35,7,6,8,36,39,38,3,1,4,37,0,2,5,21
21,23,18,24,29,17,26,19,15,27,14,20,25,12,28,16,13,30,31,10,9,32,34,33,7,11,35,6,8,36,39,3,38,1,0,2,37,4,5,22
21,22,14,24,18,26,25,20,12,13,15,17,19,27,29,16,28,9,7,8,10,30,6,31,32,11,33,3,34,35,1,4,5,0,36,39,38,2,37,23
25,26,27,21,23,28,29,22,30,18,32,31,20,19,33,15,35,34,14,17,13,12,16,36,38,39,9,37,10,11,7,8,6,3,4,1,0,5,2,24
24,26,27,21,32,20,23,28,30,18,31,19,29,22,33,15,13,35,14,12,34,38,16,17,36,39,9,37,11,8,10,6,7,3,4,1,5,0,2,25
24,25,21,27,31,23,22,30,29,32,28,18,20,19,33,34,14,15,35,39,36,17,12,13,38,16,37,9,10,7,8,6,11,3,1,0,4,5,2,26
29,28,24,30,25,26,32,31,33,21,19,34,35,22,18,20,23,36,39,38,15,17,37,16,14,12,13,9,10,11,7,6,8,3,4,1,2,0,5,27
27,29,19,30,24,35,25,32,33,18,21,20,34,26,31,22,36,23,15,38,16,17,39,37,12,13,14,9,11,10,6,8,7,3,4,1,2,0,5,28
27,28,24,30,34,22,31,19,21,33,26,35,18,25,32,23,20,36,17,39,15,38,37,16,14,12,13,10,9,11,7,6,8,3,1,0,2,4,5,29
32,31,33,27,28,34,29,35,36,24,26,38,39,25,37,21,19,22,18,20,23,15,17,16,14,13,12,9,10,11,7,8,6,3,4,1,0,2,5,30
30,32,33,27,26,39,29,34,36,24,38,25,28,35,37,21,22,23,19,18,20,15,17,14,12,13,16,9,10,11,7,6,8,3,1,0,4,2,5,31
30,31,33,27,38,25,35,28,36,24,26,39,29,34,37,21,20,19,18,23,22,15,13,17,16,14,12,9,11,10,8,7,6,3,4,1,5,0,2,32
35,34,30,36,31,32,37,38,39,27,28,29,24,26,25,19,21,22,18,20,23,15,17,16,14,12,13,9,10,11,7,6,8,3,4,1,2,0,5,33
33,35,36,30,29,37,31,39,27,28,32,38,24,26,19,25,22,21,18,20,23,17,15,16,14,12,13,10,9,11,7,6,8,3,1,2,0,4,5,34
33,34,36,30,28,37,32,38,27,29,31,39,24,25,19,26,21,18,20,22,23,15,17,16,13,12,14,9,11,10,8,6,7,3,4,1,2,0,5,35
38,39,37,33,35,34,30,31,32,27,28,29,24,26,25,19,21,22,18,20,23,15,17,16,14,13,12,9,10,11,7,8,6,3,4,1,2,0,5,36
36,39,38,33,35,34,30,31,32,27,28,29,24,26,25,19,21,22,18,20,23,15,17,16,14,12,13,9,10,11,7,6,8,3,4,1,2,0,5,37
36,37,39,33,32,35,30,31,34,27,28,29,25,24,26,21,19,20,22,18,23,15,17,16,13,14,12,9,11,10,8,7,6,3,4,1,2,0,5,38
36,37,38,33,31,34,30,32,35,27,29,26,28,24,25,21,22,19,18,23,20,15,17,14,16,12,13,9,10,11,7,8,6,3,1,0,4,2,5,39
