15,16,13,17,18,19,27,10,11,29,20,24,28,22,23,5,12,26,2,7,21,30,4,34,9,1,33,25,35,32,8,31,0,6,3,36,38,37,39,14
14,16,13,11,17,2,22,10,5,24,20,19,4,23,1,7,18,27,29,12,0,28,26,21,25,9,3,8,34,6,30,33,32,35,31,36,38,39,37,15
14,15,13,24,29,17,18,27,23,26,20,10,19,28,5,22,11,34,35,30,25,33,21,12,7,2,4,9,31,32,1,6,0,36,8,39,3,38,37,16
18,19,20,14,21,22,16,15,23,13,28,26,11,24,27,29,10,25,12,2,30,7,5,4,32,31,1,34,35,33,9,8,3,0,6,36,38,37,39,17
17,19,20,14,28,29,26,16,21,27,23,13,22,15,24,11,10,25,12,30,31,35,32,33,34,7,2,5,9,4,8,1,36,37,38,3,0,6,39,18
17,18,20,11,14,28,21,22,13,10,15,12,27,16,23,29,2,26,24,7,25,30,32,8,5,4,1,31,9,3,34,33,35,0,6,36,38,37,39,19
22,21,17,23,19,18,25,24,26,14,15,16,11,13,28,29,10,27,2,12,5,1,7,4,30,0,34,3,8,35,9,32,31,33,6,36,38,37,39,20
20,22,17,23,19,18,25,26,24,14,15,16,11,28,13,29,27,10,2,12,5,7,1,30,4,31,32,8,35,0,3,34,9,33,6,36,37,38,39,21
20,21,17,23,15,19,24,25,14,11,18,26,2,16,13,10,1,28,5,27,12,29,4,0,7,3,8,9,30,6,34,32,33,35,31,36,38,37,39,22
26,24,25,20,21,22,17,16,18,14,15,19,13,29,11,27,28,2,10,5,12,1,4,7,35,30,34,0,33,31,9,32,3,8,6,36,37,39,38,23
23,25,26,16,20,15,22,14,17,21,18,13,19,29,5,2,11,27,10,28,4,1,0,34,7,35,12,30,33,9,6,3,8,32,31,36,39,38,37,24
23,24,26,20,21,22,17,16,18,15,14,19,13,29,11,2,27,28,10,5,1,12,4,0,7,35,30,34,3,33,9,31,8,32,6,36,39,37,38,25
23,25,24,20,18,21,17,16,14,22,15,29,19,13,27,28,11,10,35,5,2,30,12,34,33,31,7,4,1,32,9,0,8,36,6,3,37,39,38,26
28,29,13,30,31,32,14,10,12,33,16,34,35,18,17,19,11,9,7,15,36,5,38,37,4,20,8,39,26,24,23,2,22,21,1,6,3,25,0,27
27,29,13,12,30,18,19,31,10,17,32,14,11,16,33,15,35,7,34,9,20,21,8,36,26,22,37,5,23,38,4,24,2,1,39,6,25,3,0,28
27,28,13,16,30,35,18,14,31,33,17,34,32,10,19,12,15,26,36,20,11,24,23,37,9,7,5,38,39,21,22,4,8,25,2,1,6,3,0,29
32,31,33,27,29,34,35,28,36,13,37,38,12,9,10,39,7,14,16,18,11,17,8,5,19,15,4,6,20,2,1,26,24,23,22,3,21,0,25,30
30,32,33,27,37,28,29,35,36,38,34,13,12,39,10,9,18,14,16,7,17,19,11,8,15,5,4,20,26,6,23,24,21,2,1,22,3,0,25,31
30,31,12,33,27,9,38,36,34,28,10,13,7,37,29,35,8,39,11,14,4,5,19,16,6,17,18,15,1,2,3,20,0,22,24,26,23,21,25,32
35,34,30,36,31,32,39,38,37,27,29,13,9,28,10,12,7,16,14,5,4,15,8,18,11,6,17,19,1,2,24,26,20,23,3,0,22,21,25,33
33,35,30,36,9,39,13,38,32,27,5,29,7,10,31,37,4,16,14,12,6,28,15,8,11,1,17,18,2,19,0,24,3,20,26,23,22,21,25,34
33,34,36,30,29,39,31,37,27,32,38,13,16,28,14,9,10,5,18,12,7,15,17,4,11,26,19,24,6,8,23,20,1,2,22,21,0,25,3,35
37,38,39,33,35,34,30,32,31,9,27,29,13,28,12,7,10,5,16,14,4,8,6,11,15,18,17,19,1,2,3,24,0,26,20,23,22,21,25,36
36,39,38,33,31,35,30,32,34,27,29,9,28,13,12,10,7,16,14,5,8,18,4,6,11,17,15,19,1,26,2,24,20,3,23,0,22,21,25,37
36,39,37,33,32,34,30,9,31,35,27,7,12,13,10,29,28,8,6,4,5,14,11,16,15,1,18,17,19,3,2,0,24,20,26,22,23,21,25,38
36,38,37,33,35,34,30,32,31,9,27,29,13,7,5,28,10,12,6,16,4,14,8,15,11,18,17,1,19,2,24,0,3,26,20,23,22,21,25,39
