33,35,19,16,36,40,17,39,37,41,38,18,13,15,21,20,42,14,43,25,12,10,22,23,44,46,45,11,24,47,7,8,27,26,5,48,4,28,6,9,30,29,32,1,2,31,3,0,34
33,34,16,15,36,41,38,13,39,40,14,37,17,19,10,12,18,42,47,8,21,20,5,45,46,7,11,44,43,22,4,23,6,9,25,48,24,2,1,26,27,28,0,3,29,30,32,31,35
37,38,39,33,41,40,35,34,42,16,46,43,12,45,15,18,13,17,19,47,10,44,48,14,8,11,20,7,21,22,9,24,25,23,5,4,6,26,2,1,27,28,3,29,32,30,0,31,36
36,38,39,33,18,43,19,42,34,46,40,12,17,16,45,41,35,13,10,15,44,47,11,48,20,24,25,14,23,7,8,22,21,9,4,5,26,6,28,27,32,30,29,1,2,3,0,31,37
36,37,46,12,39,33,15,41,35,45,47,13,42,16,10,8,18,40,34,43,17,7,48,44,11,19,14,9,5,4,20,22,6,21,2,24,1,23,25,3,0,26,28,27,32,29,30,31,38
41,40,36,42,44,38,37,43,33,45,34,35,47,46,48,16,15,19,12,17,13,18,10,8,14,20,11,7,21,25,22,9,23,5,24,4,6,2,1,26,27,28,3,30,29,0,32,31,39
39,41,42,36,34,44,43,33,37,35,38,45,19,47,16,46,17,48,18,15,13,12,10,20,21,14,25,11,8,23,22,24,7,5,9,4,26,27,6,30,28,29,2,32,1,3,0,31,40
39,40,36,42,35,47,44,38,33,45,34,37,43,46,15,48,16,13,12,19,17,18,10,8,14,7,11,5,20,21,9,4,22,25,23,2,24,6,1,3,26,0,27,28,30,29,32,31,41
43,44,39,45,40,41,48,46,47,36,37,38,33,34,35,12,16,19,18,15,17,13,10,8,7,11,14,20,9,25,24,21,22,23,5,4,6,2,1,26,3,27,28,30,32,29,0,31,42
42,44,39,45,37,40,46,48,36,41,47,38,33,34,19,35,18,12,16,17,15,13,10,8,11,25,20,24,7,14,23,9,21,22,4,5,26,6,30,32,27,2,28,29,1,3,0,31,43
42,43,39,45,40,48,41,47,46,36,37,38,33,34,35,16,19,12,15,18,17,13,10,8,7,14,11,20,25,9,21,24,23,22,5,4,2,6,1,26,3,27,30,28,32,29,0,31,44
47,46,48,42,44,43,39,38,41,36,37,40,33,12,35,34,15,8,16,18,10,13,19,17,7,9,11,14,4,5,20,2,24,22,25,21,23,6,1,3,0,26,28,27,32,29,30,31,45
45,48,47,38,42,43,36,37,39,12,44,41,40,33,8,10,18,15,35,13,16,34,7,9,17,19,11,14,4,5,20,24,2,22,6,1,23,25,3,21,0,26,28,32,27,29,30,31,46
45,48,46,42,41,44,39,38,36,43,40,37,35,33,12,15,8,34,13,16,10,7,18,17,9,19,14,11,5,4,2,1,20,6,22,3,21,24,23,25,0,26,28,27,32,29,30,31,47
45,46,47,42,44,43,39,38,41,36,37,40,12,33,35,34,8,15,18,10,16,13,19,17,7,9,11,14,4,20,5,2,24,22,25,1,23,6,21,3,0,26,28,32,27,30,29,31,48
