Group,IsPFAS(haveCF2),Compound name,Code,Solvent_used_for_NMR,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
,True,"2,2-difluoropentane",From_Review_226,CDCl3,CCCC(C)(F)F,,0.0,,,,,,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,difluoromethyl pentanoate,From_Review_227,CDCl3,CCCCC(=O)OC(F)F,,0.0,,,,,,,,,-93.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,difluoromethyl benzoate,From_Review_228,CDCl3,O=C(OC(F)F)c1ccccc1,,0.0,,,,,-92.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"difluoromethyl 2,2,2-trifluoroacetate",From_Review_229,CDCl3,O=C(OC(F)F)C(F)(F)F,,0.0,,,,,-92.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,difluoromethyl trifluoromethanesulfonate,From_Review_230,CDCl3,O=S(=O)(OC(F)F)C(F)(F)F,,0.0,,,,,,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoropropan-1-ol",From_Review_231,CDCl3,CC(F)(F)CO,,0.0,,,-102.4,-102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4-difluorohexan-3-ol",From_Review_232,CDCl3,CCC(O)C(F)(F)CC,,0.0,,,,,,-111.8,-111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-butoxy-2,2-difluorobutane",From_Review_233,CDCl3,CCCCOCC(F)(F)CC,,0.0,,,,,,,,-107.5,-107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,((difluoromethyl)sulfonyl)benzene,From_Review_234,CDCl3,O=S(=O)(c1ccccc1)C(F)F,,0.0,,,,,,,,,,,-122.0,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,((difluoromethyl)sulfinyl)benzene,From_Review_235,CDCl3,O=S(c1ccccc1)C(F)F,,0.0,,,,,,,,,,-120.0,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoropropan-2-one",From_Review_236,CDCl3,CC(=O)C(F)F,,0.0,,,,,-127.0,-127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoro-1-phenylethan-1-one",From_Review_237,CDCl3,O=C(c1ccccc1)C(F)F,,0.0,,,,,,,,,,-124.0,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-difluoropentan-2-one",From_Review_238,CDCl3,CCC(F)(F)C(C)=O,,0.0,,,,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4-difluoropentan-2-one",From_Review_239,CDCl3,CC(=O)CC(C)(F)F,,0.0,,,,,,,-98.0,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"5,5-difluorohexan-2-one",From_Review_240,CDCl3,CC(=O)CCC(C)(F)F,,0.0,,,,,,,,-93.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-difluoropentane-2,4-dione",From_Review_241,CDCl3,CC(=O)C(F)(F)C(C)=O,,0.0,,,,,-115.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-ethoxy-1,1-difluoro-3-methylbutan-2-one",From_Review_242,CDCl3,CCOC(F)(F)C(=O)C(C)C,,0.0,,,,,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-1,1-difluorooctan-2-one",From_Review_243,CDCl3,CCCCCCC(=O)C(F)(F)Cl,,0.0,,,,,,,,,,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-chloro-2,2-difluoro-1-phenylethan-1-one",From_Review_244,CDCl3,O=C(c1ccccc1)C(F)(F)Cl,,0.0,,,,,,,,,,-93.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-bromo-2,2-difluoro-1-phenylethan-1-one",From_Review_245,CDCl3,O=C(c1ccccc1)C(F)(F)Br,,0.0,,,,,,,,,,-58.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoro-2-iodo-1-phenylethan-1-one",From_Review_246,CDCl3,O=C(c1ccccc1)C(F)(F)I,,0.0,,,,,,,,,,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoroacetic acid",From_Review_247,CDCl3,O=C(O)C(F)F,,0.0,,,,,-127.0,-127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 2,2-difluoroacetate",From_Review_248,CDCl3,COC(=O)C(F)F,,0.0,,,,,,-127.3,-127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 2,2-difluoropropanoate",From_Review_249,CDCl3,CCOC(=O)C(C)(F)F,,0.0,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 2,2-difluorobutanoate",From_Review_250,CDCl3,CCC(F)(F)C(=O)OC,,0.0,,,,-108.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 2,2-difluorononanoate",From_Review_251,CDCl3,CCCCCCCC(F)(F)C(=O)OCC,,0.0,,,,,,,,,-105.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl (E)-2,2-difluoro-4-phenylbut-3-enoate",From_Review_252,CDCl3,CCOC(=O)C(F)(F)/C=C/c1ccccc1,,0.0,,,,,,,-98.0,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl (Z)-2,2-difluoro-4-phenylhex-3-en-5-ynoate",From_Review_253,CDCl3,C#C/C(=C/C(F)(F)C(=O)OCC)c1ccccc1,,0.0,,,,,,-95.0,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 3,3-difluoropropanoate",From_Review_254,CDCl3,CCOC(=O)CC(F)F,,0.0,,,,,,,,-117.0,-117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoropropane",From_Review_255,CDCl3,CCC(F)F,,0.0,,,,-120.0,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 3,3-difluoro-3-phenylpropanoate",From_Review_256,CDCl3,CCOC(=O)CC(F)(F)c1ccccc1,,0.0,,,,,,,,-96.0,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(1,1-difluoropropyl)benzene",From_Review_257,CDCl3,CCC(F)(F)c1ccccc1,,0.0,,,,-98.0,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-chloro-1,1-difluoroethene",From_Review_258,CDCl3,FC(F)=CCl,,1.0,-95.0,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-difluoroprop-2-en-1-ol",From_Review_259,CDCl3,OCC=C(F)F,,1.0,,,,,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoro-3-iodoprop-1-ene",From_Review_260,CDCl3,FC(F)=CCI,,1.0,-84.0,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoroethene",From_Review_261,CDCl3,C=C(F)F,,1.0,,,-81,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluoroethene",From_Review_262,CDCl3,FC=C(F)F,,1.0,-205.0,,,-126.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluoroethene,From_Review_263,CDCl3,FC(F)=C(F)F,,1.0,-134.0,,-134,,-134.0,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,2-difluoroethene",From_Review_264,CDCl3,F/C=C/F,,1.0,-186.0,,,-186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1,2-difluoroethene",From_Review_265,CDCl3,F/C=C\F,,1.0,-165.0,,,-165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluorohex-1-ene",From_Review_266,CDCl3,CCCCC(F)=C(F)F,,1.0,,,,,,-174.8,,-106.7,-125.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoro-4-methylpent-1-en-3-one",From_Review_267,CDCl3,CC(C)C(=O)C=C(F)F,,1.0,,,,,,,,-61.2,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"isopropyl 3,3-difluoroacrylate",From_Review_268,CDCl3,CC(C)OC(=O)C=C(F)F,,1.0,,,,,,,,,-63.5,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"octyl 3,3-difluoroacrylate",From_Review_269,CDCl3,CCCCCCCCOC(=O)C=C(F)F,,1.0,,,,,,,,,,,,,,-70.7,-64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,methyl 2-(difluoromethylene)octanoate,From_Review_270,CDCl3,CCCCCCC(C(=O)OC)=C(F)F,,1.0,,,,,,,,,,,,,-70.2,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoropropane",From_Review_271,CDCl3,CCC(F)(F)F,,0.0,,,,-69.0,-69.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluorohexane",From_Review_272,CDCl3,CCCCCC(F)(F)F,,0.0,,,,,,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoro-2-methyloctane",From_Review_273,CDCl3,CCCCCCC(C)C(F)(F)F,,0.0,,,,,,,,,,-74.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoro-2,2-dimethylpropane",From_Review_274,CDCl3,CC(C)(C)C(F)(F)F,,0.0,,,,,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluoromethane,From_Review_275,CDCl3,FC(F)(F)F,,0.0,-61.7,,-61.7,-61.7,-61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,chlorotrifluoromethane,From_Review_276,CDCl3,FC(F)(F)Cl,,0.0,-28.0,,-28,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,bromotrifluoromethane,From_Review_277,CDCl3,FC(F)(F)Br,,0.0,-18.0,,-18,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoroiodomethane,From_Review_278,CDCl3,FC(F)(F)I,Page 194,0.0,-5.1,,-5.1,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2-tetrafluoroethane",From_Review_279,CDCl3,FCC(F)(F)F,,0.0,,,,-77.6,-77.6,-77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-chloro-1,1,1-trifluoroethane",From_Review_280,CDCl3,FC(F)(F)CCl,,0.0,-72.1,,-72.1,-72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoro-2-iodoethane",From_Review_281,CDCl3,FC(F)(F)CI,,0.0,-65.6,,-65.6,-65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-bromo-1,1,1-trifluoroethane",From_Review_282,CDCl3,FC(F)(F)CBr,,0.0,-69.3,,-69.3,-69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-dichloro-1,1,1-trifluoroethane",From_Review_283,CDCl3,FC(F)(F)C(Cl)Cl,,0.0,-78.5,,-78.5,-78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trichloro-2,2,2-trifluoroethane",From_Review_284,CDCl3,FC(F)(F)C(Cl)(Cl)Cl,,0.0,-82.2,,-82.2,-82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluoroethane,From_Review_285,CDCl3,FC(F)(F)C(F)(F)F,,0.0,-88.2,,-88.2,-88.2,,-88.2,-88.2,-88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2-pentafluoroethane",From_Review_286,CDCl3,FC(F)C(F)(F)F,,0.0,,,,,-86.2,-86.2,-86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3-chloro-1,1,1-trifluoropropane",From_Review_287,CDCl3,FC(F)(F)CCCl,,0.0,-66.0,,-66,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,3,3-pentafluorobutane",From_Review_288,CDCl3,CC(F)(F)CC(F)(F)F,,0.0,,,,,,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trichloro-3,3,3-trifluoropropane",From_Review_289,CDCl3,FC(F)(F)CC(Cl)(Cl)Cl,,0.0,-62.0,,-62,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,3,3,3-hexafluoropropane",From_Review_290,CDCl3,FC(F)(F)CC(F)(F)F,,0.0,-61.0,,-61,-61.0,,,-61.0,-61.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethanol,From_Review_291,CDCl3,OC(F)(F)F,,0.0,,,-54,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,1-(trifluoromethoxy)decane,From_Review_292,CDCl3,CCCCCCCCCCOC(F)(F)F,,0.0,,,,,,,,,,,,,-60.0,-60.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethyl acetate,From_Review_293,CDCl3,CC(=O)OC(F)(F)F,,0.0,,,,,,-58.0,-58.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethyl 4-methylbenzenesulfonate,From_Review_294,CDCl3,Cc1ccc(S(=O)(=O)OC(F)(F)F)cc1,,0.0,,,,,,,,,,,-54.0,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoromethyl trifluoromethanesulfonate,From_Review_295,CDCl3,O=S(=O)(OC(F)(F)F)C(F)(F)F,,0.0,,,,,,-53.0,-53.0,-53.0,,-74.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoro-1-phenylethan-1-ol",From_Review_296,CDCl3,OC(c1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoropentan-2-ol",From_Review_297,CDCl3,CCCC(O)C(F)(F)F,,0.0,,,,,,,-80.0,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-(2,2,2-trifluoroethoxy)butane",From_Review_298,CDCl3,CCCCOCC(F)(F)F,,0.0,,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(2,2,2-trifluoroethoxy)benzene",From_Review_299,CDCl3,FC(F)(F)COc1ccccc1,,0.0,-75.0,,-75,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroethyl benzoate",From_Review_300,CDCl3,O=C(OCC(F)(F)F)c1ccccc1,,0.0,,,,,,-73.0,-73.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroethyl octanoate",From_Review_301,CDCl3,CCCCCCCC(=O)OCC(F)(F)F,,0.0,,,,,,,,,,,,,-74.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"butyl(2,2,2-trifluoroethyl)sulfane",From_Review_302,CDCl3,CCCCSCC(F)(F)F,,0.0,,,,,,,,-69.0,-69.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"phenyl(2,2,2-trifluoroethyl)sulfane",From_Review_303,CDCl3,FC(F)(F)CSc1ccccc1,,0.0,-69.0,,-69,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoropropan-1-ol",From_Review_304,CDCl3,OCCC(F)(F)F,,0.0,,,,,-65.0,-65.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoro-3-methoxypropane",From_Review_305,CDCl3,COCCC(F)(F)F,,0.0,,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluorobutan-2-ol",From_Review_306,CDCl3,CCC(O)C(F)(F)F,,0.0,,,,,,-81.1,-81.1,-81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobutan-2-ol",From_Review_307,CDCl3,CC(O)CC(F)(F)F,,0.0,,,,,,-64.8,-64.8,-64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobutan-1-ol",From_Review_308,CDCl3,OCCCC(F)(F)F,,0.0,,,,,,-67.4,-67.4,-67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,((trifluoromethyl)sulfinyl)benzene,From_Review_309,CDCl3,O=S(c1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,trifluoro(methylsulfinyl)methane,From_Review_310,CDCl3,CS(=O)C(F)(F)F,,0.0,,,,,-80.0,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-dimethyl-1-((trifluoromethyl)sulfinyl)butan-2-one",From_Review_311,CDCl3,CC(C)(C)C(=O)CS(=O)C(F)(F)F,,0.0,,,,,,,,,,,-78.0,-78.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,((trifluoromethyl)sulfonyl)benzene,From_Review_312,CDCl3,O=S(=O)(c1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,,-78.0,-78.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(((trifluoromethyl)sulfonyl)methyl)benzene,From_Review_313,CDCl3,O=S(=O)(Cc1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,,,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 3-amino-4,4,4-trifluorobutanoate",From_Review_314,CDCl3,CCOC(=O)CC(N)C(F)(F)F,,0.0,,,,,,,,,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroethan-1-amine",From_Review_315,CDCl3,NCC(F)(F)F,,0.0,,,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoropropan-1-amine",From_Review_316,CDCl3,NCCC(F)(F)F,,0.0,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoroacetaldehyde",From_Review_317,CDCl3,O=CC(F)(F)F,,0.0,,,,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trifluoropropan-2-one",From_Review_318,CDCl3,CC(=O)C(F)(F)F,,0.0,,,,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,2-trifluoro-1-phenylethan-1-one",From_Review_319,CDCl3,O=C(c1ccccc1)C(F)(F)F,,0.0,,,,,,,,,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoropropanal",From_Review_320,CDCl3,O=CCC(F)(F)F,,0.0,,,,,-60.0,-60.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobutanal",From_Review_321,CDCl3,O=CCCC(F)(F)F,,0.0,,,,,,-66.0,-66.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoro-2-methylpropanal",From_Review_322,CDCl3,CC(C=O)C(F)(F)F,,0.0,,,,,,-68.0,-68.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,4-trifluorobutan-2-one",From_Review_323,CDCl3,CC(=O)CC(F)(F)F,,0.0,,,,,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoro-1-phenylpropan-1-one",From_Review_324,CDCl3,O=C(CC(F)(F)F)c1ccccc1,,0.0,,,,,-62.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
