,Group,IsPFAS(haveCF2),CAS,Compound name,Code,Solvent_used_for_NMR,Source,Note,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
561,,FALSE,,"(1,1,1,3,3,3-hexafluoropropan-2-yl)benzene",From_Review_398,CDCl3,,,FC(F)(F)C(c1ccccc1)C(F)(F)F,,0,-65,,-65,-65,,,,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,FALSE,,"1,1,1,2,2,3,3-heptafluoro-3-methoxypropane",From_Review_399,CDCl3,,,COC(F)(F)C(F)(F)C(F)(F)F,,0,,,,-90,-90,,-130,-130,,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,FALSE,,(perfluoropropyl)(p-tolyl)sulfane,From_Review_400,CDCl3,,,Cc1ccc(SC(F)(F)C(F)(F)C(F)(F)F)cc1,,0,,,,,,,,-88,-88,,-123,-123,,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,FALSE,,"1,1,1,2,2,3,3-heptafluoropentadecane",From_Review_401,CDCl3,,,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,,,,,,,,,-116,-116,,-128,-128,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,TRUE,,"2,2,3,3,4,4,4-heptafluorobutan-1-ol",From_Review_402,CDCl3,,,OCC(F)(F)C(F)(F)C(F)(F)F,,0,,,,-122,-122,,-128,-128,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,TRUE,,"2,2,3,3,4,4,4-heptafluorobutanoic acid",From_Review_403,CDCl3,,,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,-118,-118,,-127,-127,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,TRUE,,"2-(ethoxycarbonyl)-3,3,4,4,5,5,5-heptafluoro-2-methylpentanoic acid",From_Review_404,CDCl3,,,CCOC(=O)C(C)(C(=O)O)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,,,,,,,-110,-110,,-121,-121,,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,FALSE,,(perfluoropent-1-yn-1-yl)benzene,From_Review_405,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C#Cc1ccccc1,,0,-81,,-81,-81,,-127,-127,,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,FALSE,,"1,1,1,2,3,3,3-heptafluoro-2-methoxypropane",From_Review_406,CDCl3,,,COC(F)(C(F)(F)F)C(F)(F)F,,0,,,,-145,,-79,-79,-79,,-79,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,FALSE,,"1,1,1,2-tetrafluoro-2-(trifluoromethyl)butane",From_Review_407,CDCl3,,,CCC(F)(C(F)(F)F)C(F)(F)F,,0,,,,-186,,-77,-77,-77,,-77,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,FALSE,,"1,1,1,2,3,3,3-heptafluoropropane-2-thiol",From_Review_408,CDCl3,,,FC(F)(F)C(F)(S)C(F)(F)F,,0,-77,,-77,-77,,-147,,,-77,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,FALSE,,benzyl(perfluoropropan-2-yl)sulfane,From_Review_409,CDCl3,,,FC(F)(F)C(F)(SCc1ccccc1)C(F)(F)F,,0,-71,,-71,-71,,-153,,,,,,,,,,-71,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,FALSE,,diethyl 2-methyl-2-(perfluoropropan-2-yl)malonate,From_Review_410,CDCl3,,,CCOC(=O)C(C)(C(=O)OCC)C(F)(C(F)(F)F)C(F)(F)F,,0,,,,,,,,,,,,,,-173,,-70,-70,-70,,-70,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,FALSE,,benzyl(perfluorobutyl)sulfane,From_Review_411,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)SCc1ccccc1,,0,-78,,-78,-78,,-123,-123,,-118,-118,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,FALSE,,"1,1,1,2,2,3,3,4,4-nonafluorohexane",From_Review_412,CDCl3,,,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,-116,-116,,-123,-123,,-125,-125,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,TRUE,,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",From_Review_413,CDCl3,,From review book revised,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,-120,-120,,-123,-123,,,,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,FALSE,,"1,1,1,2,2,3,3,4,4-nonafluoro-4-iodobutane",From_Review_414,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,,0,-81,,-81,-81,,-126,-126,,-114,-114,,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,FALSE,,(perfluorobutyl)benzene,From_Review_415,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,,0,-81,,-81,-81,,-126,-126,,-123,-123,,-111,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,TRUE,,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",From_Review_416,CDCl3,,,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0,,,,,-124,-124,,-186,,-72,-72,-72,,-72,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,TRUE,,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",From_Review_417,CDCl3,,,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,0,,,,,,-69,-69,-69,,-69,-69,-69,,-69,-69,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,TRUE,,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",From_Review_419,CDCl3,,,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,-111.5,-111.5,,-121.4,-121.4,,-122.5,-122.5,,-122.4,-122.4,,-125.8,-125.8,,-80.8,-80.8,-80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,TRUE,,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",From_Review_420,CDCl3,,,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,,-114.2,-114.2,,-123.4,-123.4,,-122.3,-122.3,,-126,,,-80.9,-80.9,-80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,FALSE,,"1,1,1,2,2,3,3,4,4-nonafluorobutane",From_Review_421,CDCl3,,,FC(F)C(F)(F)C(F)(F)C(F)(F)F,,0,-138,,-138,,-130,-130,,-128,-128,,-81.4,-81.4,-81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,FALSE,,perfluoropropane,From_Review_422,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,-132,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,FALSE,,perfluorobutane,From_Review_423,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,,,,-127,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,FALSE,,perfluoropentane,From_Review_424,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,,,,,-123,-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,FALSE,,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",From_Review_425,CDCl3,,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0,,,,,,-119,-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,FALSE,,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",From_Review_426,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0,-80.8,,-80.8,-80.8,,-124.8,-124.8,,-115,-115,,-185.8,,-72,-72,-72,,-72,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,FALSE,,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",From_Review_427,CDCl3,,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,,0,-80.3,,-80.3,-80.3,,-108.7,-108.7,,-184.4,,-71,-71,-71,,-108.7,-108.7,,-80.3,-80.3,-80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,FALSE,,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",From_Review_428,CDCl3,,,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,0,-70.4,,-70.4,-70.4,,-178.8,,-70.4,-70.4,-70.4,,-178.8,,-70.4,-70.4,-70.4,,-70.4,-70.4,-70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,FALSE,,"1,1,1,2,2,4,4,4-octafluoro-3,3-bis(trifluoromethyl)butane",From_Review_429,CDCl3,,,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,0,-78.6,,-78.6,-78.6,,-108.7,-108.7,,,-62,-62,-62,,-62,-62,-62,,-62,-62,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,FALSE,,perfluorooctane,From_Review_430,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,-81.1,,-81.1,-81.1,,-126.1,-126.1,,-122.5,-122.5,,-121.7,-121.7,,-121.7,-121.7,,-122.5,-122.5,,-126.1,-126.1,,-81.1,-81.1,-81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,FALSE,,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",From_Review_431,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,,0,,,,,,,,,,,,,,,,,,,,,-120.6,-120.6,,-68.6,-68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,FALSE,,"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",From_Review_432,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,0,,,,,,,,,,,,,,,,,,,,,-117.7,-117.7,,-63.8,-63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,FALSE,,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-iodooctane",From_Review_433,CDCl3,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,,0,,,,,,,,,,,,,,,,,,,,,-113.5,-113.5,,-58.8,-58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,FALSE,,"methyl 2,2,3,3-tetrafluoro-3-(perfluoromorpholino)propanoate",From_Review_434,CDCl3,,,COC(=O)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,,0,,,,,,-121,-121,,-93,-93,,,-93,-93,,-88,-88,,,-88,-88,,-93,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,FALSE,,"methyl 3-(bis(perfluoroethyl)amino)-2,2,3,3-tetrafluoropropanoate",From_Review_436,CDCl3,,,COC(=O)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,0,,,,,,-115,-115,,-86,-86,,,-89,-89,,-82,-82,-82,,-89,-89,,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,TRUE,,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid",From_Review_437,CDCl3,,,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,-120,-120,,-123.4,-123.4,,-121.9,-121.9,,-122.2,-122.2,,-122.9,-122.9,,-126.2,-126.2,,-80.9,-80.9,-80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,FALSE,,"(1,2,2-trifluorovinyl)benzene",From_Review_438,CDCl3,,,FC(F)=C(F)c1ccccc1,,1,-100.4,,-115.2,,-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,FALSE,,"4,5,5-trifluoropent-4-en-1-ol",From_Review_439,CDCl3,,,OCCCC(F)=C(F)F,,1,,,,,,-176,,-108,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,FALSE,,"2,3,3-trifluoroprop-2-en-1-ol",From_Review_440,CDCl3,,,OCC(F)=C(F)F,,1,,,,-179,,-104,-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,FALSE,,"1-chloro-1,2,2-trifluoroethene",From_Review_441,CDCl3,,,FC(F)=C(F)Cl,,1,-119,,-101,,-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,FALSE,,"1-bromo-1,2,2-trifluoroethene",From_Review_442,CDCl3,,,FC(F)=C(F)Br,,1,-117,,-97,,-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,FALSE,,"1,1,2-trifluoro-2-iodoethene",From_Review_443,CDCl3,,,FC(F)=C(F)I,,1,-113,,-88,,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,FALSE,,"1,1,2-trifluoro-2-methoxyethene",From_Review_444,CDCl3,,,COC(F)=C(F)F,,1,,,,-138,,-125,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,FALSE,,"1,1,2-trifluoro-2-(trifluoromethoxy)ethene",From_Review_445,CDCl3,,,FC(F)=C(F)OC(F)(F)F,,1,-119,,-127,,-141,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,FALSE,,"(trifluoromethyl)(1,2,2-trifluorovinyl)sulfane",From_Review_446,CDCl3,,,FC(F)=C(F)SC(F)(F)F,,1,-104,,-85,,-155,,,-46,-46,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,FALSE,,"1-(bromomethyl)-4-((1,2,2-trifluorovinyl)oxy)benzene",From_Review_447,CDCl3,,,FC(F)=C(F)Oc1ccc(CBr)cc1,,1,-120,,-126,,-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,FALSE,,perfluorohex-1-ene,From_Review_448,CDCl3,,,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1,-91.7,,-108.1,,-193.4,,-120.5,-120.5,,-127,-127,,-129,-129,,-83.7,-83.7,-83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,FALSE,,"1,1,2,3,3,4,4,5,5,6,6-undecafluorohex-1-ene",From_Review_449,CDCl3,,,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,,1,-87.8,,-105.1,,-188.7,,-118.5,-118.5,,-125.5,-125.5,,-129.8,-129.8,,-137,-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,FALSE,,"1,4-dichloro-2,3,5,6-tetrafluorobenzene",From_Review_450,CDCl3,,,Fc1c(F)c(Cl)c(F)c(F)c1Cl,,1,-140,,,-140,,,,-140,,-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,FALSE,,"3-chloro-1,2,4,5-tetrafluorobenzene",From_Review_451,CDCl3,,,Fc1cc(F)c(F)c(Cl)c1F,,1,-138,,,,-138,,-141,,,,-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,FALSE,,"3-bromo-1,2,4,5-tetrafluorobenzene",From_Review_452,CDCl3,,,Fc1cc(F)c(F)c(Br)c1F,,1,-138,,,,-138,,-133,,,,-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,FALSE,,"2,3,5,6-tetrafluorobenzamide",From_Review_453,CDCl3,,,NC(=O)c1c(F)c(F)cc(F)c1F,Page 268,1,,,,,,-138,,-158,,,-158,,-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,FALSE,,"3-(2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl)prop-2-yn-1-ol",From_Review_454,CDCl3,,,OCC#Cc1c(F)c(F)c(C(F)(F)F)c(F)c1F,,1,,,,,,,-142,,-136,,,-58,-58,-58,,-136,,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,FALSE,,"1-chloro-2,3,5,6-tetrafluoro-4-(trifluoromethyl)benzene",From_Review_455,CDCl3,,,Fc1c(F)c(C(F)(F)F)c(F)c(F)c1Cl,,1,-138,,,-139,,,-55,-55,-55,,-139,,-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,FALSE,,"1-bromo-2,3,5,6-tetrafluoro-4-methoxybenzene",From_Review_456,CDCl3,,,COc1c(F)c(F)c(Br)c(F)c1F,,1,,,,,-157,,-135,,,,-135,,-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,FALSE,,"2,3,4,5,6-pentafluorophenol",From_Review_457,CDCl3,,,Oc1c(F)c(F)c(F)c(F)c1F,,1,,,,-164.4,,-165.8,,-171.2,,-165.8,,-164.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,FALSE,,"1,2,3,4,5-pentafluoro-6-methylbenzene",From_Review_458,CDCl3,,,Cc1c(F)c(F)c(F)c(F)c1F,,1,,,,-143.9,,-164.4,,-159.1,,-164.4,,-143.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,FALSE,,"1,2,3,4,5-pentafluorobenzene",From_Review_459,CDCl3,,,Fc1cc(F)c(F)c(F)c1F,Page 269,1,-138.7,,,,-138.7,,-162.6,,-154.3,,-162.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,FALSE,,"2,3,4,5,6-pentafluorobenzonitrile",From_Review_460,CDCl3,,,N#Cc1c(F)c(F)c(F)c(F)c1F,,1,,,,,-132,,-158.9,,-143.2,,-158.9,,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,FALSE,,"2,3-difluoropyridine",From_Review_461,CDCl3,,,Fc1cccnc1F,,1,-140,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,FALSE,,"2,4-difluoropyridine",From_Review_462,CDCl3,,,Fc1ccnc(F)c1,,1,-99,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,FALSE,,"2,5-difluoropyridine",From_Review_463,CDCl3,,,Fc1ccc(F)nc1,,1,-134,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,FALSE,,"2,5-difluoropyridine",From_Review_464,CDCl3,,,Fc1cccc(F)n1,,1,-70,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,FALSE,,"2,3,4,6-tetrafluoropyridine",From_Review_465,CDCl3,,,Fc1cc(F)c(F)c(F)n1,,1,-69,,,,-116,,-170,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,FALSE,,"3,5-difluoropyridine",From_Review_466,CDCl3,,,Fc1cncc(F)c1,,1,-125,,,,,,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,FALSE,,"2,3,4-trifluoropyridine",From_Review_467,CDCl3,,,Fc1ccnc(F)c1F,,1,-123,,,,,,-83,,-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,FALSE,,"2,3,5-trifluoropyridine",From_Review_468,CDCl3,,,Fc1cnc(F)c(F)c1,,1,-129,,,,,-91,,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,FALSE,,"2,3,5-trifluoropyridine",From_Review_469,CDCl3,,,Fc1ccc(F)c(F)n1,,1,-73,,,,,-147,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,FALSE,,"2,4,6-trifluoropyridine",From_Review_470,CDCl3,,,Fc1cc(F)nc(F)c1,,1,-95,,,,-65,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,FALSE,,"2,4,6-trifluoropyridine",From_Review_471,CDCl3,,,Fc1cncc(F)c1F,,1,-146,,,,,,-146,,-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,FALSE,,"2,3,4,5-tetrafluoropyridine",From_Review_472,CDCl3,,,Fc1cnc(F)c(F)c1F,,1,-150,,,,,-83,,-158,,-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,FALSE,,"2,3,5,6-tetrafluoropyridine",From_Review_473,CDCl3,,,Fc1cc(F)c(F)nc1F,,1,-141,,,,-141,,-93,,,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,FALSE,,perfluoropyridine,From_Review_474,CDCl3,,,Fc1nc(F)c(F)c(F)c1F,,1,-88,,,,-88,,-162,,-134,,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,FALSE,,"4-chloro-2,3,5,6-tetrafluoropyridine",From_Review_475,CDCl3,,,Fc1nc(F)c(F)c(Cl)c1F,,1,-88,,,,-88,,-141,,,,-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,FALSE,,"4-bromo-2,3,5,6-tetrafluoropyridine",From_Review_476,CDCl3,,,Fc1nc(F)c(F)c(Br)c1F,,1,-88,,,,-88,,-125,,,,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,FALSE,,"2,3-difluorofuran",From_Review_477,CDCl3,,,Fc1ccoc1F,,1,-188,,,,,,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,FALSE,,"2,3-difluorofuran",From_Review_478,CDCl3,,,Fc1ccc(F)o1,,1,-123,,,,,-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,FALSE,,"2,3-difluorofuran",From_Review_479,CDCl3,,,Fc1cocc1F,,1,-182,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,FALSE,,"2,3,4-trifluorofuran",From_Review_480,CDCl3,,,Fc1coc(F)c1F,,1,-171,,,,,-122,,-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
