,Group,IsPFAS(haveCF2),CAS,Compound name,Code,Solvent_used_for_NMR,Source,Note,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
280,,FALSE,,(Z)-1-fluorohex-1-ene,From_Review_117,CDCl3,,,CCCC/C=C\F,,1,,,,,,,-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,FALSE,,(E)-1-fluoro-2-methyltridec-1-ene,From_Review_118,CDCl3,,,CCCCCCCCCCC/C(C)=C/F,,1,,,,,,,,,,,,,,,-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,FALSE,,2-fluoroprop-1-ene,From_Review_119,CDCl3,,,C=C(C)F,,1,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,FALSE,,(Z)-7-fluorotetradec-7-ene,From_Review_120,CDCl3,,,CCCCCC/C=C(\F)CCCCCC,,1,,,,,,,,,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,FALSE,,(E)-7-fluorotetradec-7-ene,From_Review_121,CDCl3,,,CCCCCC/C=C(/F)CCCCCC,,1,,,,,,,,,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,FALSE,,1-fluorocyclohex-1-ene,From_Review_122,CDCl3,,,FC1=CCCCC1,,1,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,FALSE,,1-fluorocyclopent-1-ene,From_Review_123,CDCl3,,,FC1=CCCC1,,1,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,FALSE,,1-fluorocyclobut-1-ene,From_Review_124,CDCl3,,,FC1=CCC1,,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,FALSE,,"(E)-1-fluorobuta-1,3-diene",From_Review_125,CDCl3,,,C=C/C=C/F,,1,,,,,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,FALSE,,"(Z)-1-fluorobuta-1,3-diene",From_Review_126,CDCl3,,,C=C/C=C\F,,1,,,,,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,FALSE,,(E)-(2-fluorovinyl)benzene,From_Review_127,CDCl3,,,F/C=C/c1ccccc1,,1,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,FALSE,,(Z)-(2-fluorovinyl)benzene,From_Review_128,CDCl3,,,F/C=C\c1ccccc1,,1,-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,FALSE,,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,From_Review_129,CDCl3,,,COc1ccc(/C=C(/F)C#Cc2ccccc2)cc1,,1,,,,,,,,,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,FALSE,,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,From_Review_130,CDCl3,,,COc1ccc(/C=C(\F)C#Cc2ccccc2)cc1,,1,,,,,,,,,-107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,FALSE,,"2-fluorobuta-1,3-diene",From_Review_131,CDCl3,,,C=CC(=C)F,,1,,,,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,FALSE,,(1-fluorovinyl)benzene,From_Review_132,CDCl3,,,C=C(F)c1ccccc1,,1,,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,FALSE,,(E)-(((3-fluoroallyl)oxy)methyl)benzene,From_Review_133,CDCl3,,,F/C=C/COCc1ccccc1,,1,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,FALSE,,(Z)-(((3-fluoroallyl)oxy)methyl)benzene,From_Review_134,CDCl3,,,F/C=C\COCc1ccccc1,,1,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,FALSE,,(E)-3-fluoroallyl acetate,From_Review_135,CDCl3,,,CC(=O)OC/C=C/F,,1,,,,,,,,-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,FALSE,,(Z)-3-fluoroallyl acetate,From_Review_136,CDCl3,,,CC(=O)OC/C=C\F,,1,,,,,,,,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,FALSE,,(Z)-3-fluorohept-2-en-1-ol,From_Review_137,CDCl3,,,CCCC/C(F)=C/CO,,1,,,,,,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,FALSE,,(Z)-3-fluoro-3-phenylprop-2-en-1-ol,From_Review_138,CDCl3,,,OC/C=C(\F)c1ccccc1,,1,,,,,-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,FALSE,,(E)-3-fluoro-3-phenylprop-2-en-1-ol,From_Review_139,CDCl3,,,OC/C=C(/F)c1ccccc1,,1,,,,,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,FALSE,,2-fluoroprop-2-en-1-ol,From_Review_140,CDCl3,,,C=C(F)CO,,1,,,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,FALSE,,(E)-2-fluoro-3-phenylprop-2-en-1-ol,From_Review_141,CDCl3,,,OC/C(F)=C/c1ccccc1,,1,,,,-114,,,,,,,,,,,,,CF3,-62,,-132,,-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,FALSE,,(E)-2-fluoro-3-phenylprop-2-en-1-ol,From_Review_142,CDCl3,,,OC/C(F)=C\c1ccccc1,,1,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,FALSE,,(E)-3-bromo-1-fluoroprop-1-ene,From_Review_143,CDCl3,,,F/C=C/CBr,,1,-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,FALSE,,(Z)-3-bromo-1-fluoroprop-1-ene,From_Review_144,CDCl3,,,F/C=C\CBr,,1,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,FALSE,,3-chloro-2-fluoroprop-1-ene,From_Review_145,CDCl3,,,C=C(F)CCl,,1,,,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,FALSE,,2-fluoro-3-iodoprop-1-ene,From_Review_146,CDCl3,,,C=C(F)CI,,1,,,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,FALSE,,1-chloro-1-fluoroethene,From_Review_147,CDCl3,,,C=C(F)Cl,,1,,,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,FALSE,,(E)-1-chloro-2-fluoroethene,From_Review_148,CDCl3,,,F/C=C/Cl,,1,-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,FALSE,,(E)-1-chloro-2-fluoroethene,From_Review_149,CDCl3,,,F/C=C\Cl,,1,-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,FALSE,,"1,1-dichloro-2-fluoroethene",From_Review_150,CDCl3,,,FC=C(Cl)Cl,,1,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,FALSE,,"1,1,2-trichloro-2-fluoroethene",From_Review_151,CDCl3,,,FC(Cl)=C(Cl)Cl,,1,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,TRUE,,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",From_Review_152,CDCl3,,,F/C=C(/F)OC(F)(F)F,,1,-188,,,-132,,,-62,-62,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,TRUE,,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",From_Review_153,CDCl3,,,F/C=C(\F)OC(F)(F)F,,1,-180,,,-105,,,-63,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,TRUE,,(E)-(2-fluoro-2-methoxyvinyl)benzene,From_Review_154,CDCl3,,,CO/C(F)=C\c1ccccc1,,1,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,TRUE,,"(E)-1,2-difluorohex-1-ene",From_Review_155,CDCl3,,,CCCC/C(F)=C\F,,1,,,,,,-160,,-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,TRUE,,"(Z)-1-chloro-1,2-difluoroethene",From_Review_156,CDCl3,,,F/C=C(/F)Cl,,1,-174,,,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,FALSE,,"(E)-1-chloro-1,2-difluoroethene",From_Review_157,CDCl3,,,F/C=C(\F)Cl,,1,-156,,,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,FALSE,,"(E)-1,2-dichloro-1,2-difluoroethene",From_Review_158,CDCl3,,,F/C(Cl)=C(/F)Cl,,1,-120,,,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,FALSE,,"(E)-1,2-dichloro-1,2-difluoroethene",From_Review_159,CDCl3,,,F/C(Cl)=C(\F)Cl,,1,-106,,,,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,FALSE,,"(Z)-1,2-difluoro-1-iodoethene",From_Review_160,CDCl3,,,F/C=C(/F)I,,1,-159,,,-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,FALSE,,"(E)-1,2-difluoro-1-iodoethene",From_Review_161,CDCl3,,,F/C=C(\F)I,,1,-136,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,FALSE,,"(E)-(1,2-difluorovinyl)benzene",From_Review_162,CDCl3,,,F/C=C(/F)c1ccccc1,,1,-175,,,-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,FALSE,,"(E)-(1,2-difluorovinyl)benzene",From_Review_163,CDCl3,,,F/C=C(\F)c1ccccc1,,1,-165,,,-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,FALSE,,"(E)-(1,2-difluoro-2-iodovinyl)benzene",From_Review_164,CDCl3,,,F/C(I)=C(\F)c1ccccc1,,1,-101,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,FALSE,,"(E)-2,3-difluorobut-2-en-1-ol",From_Review_165,CDCl3,,,C/C(F)=C(\F)CO,,1,,,-145,,-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,FALSE,,"(Z)-2,3-difluorobut-2-en-1-ol",From_Review_166,CDCl3,,,C/C(F)=C(/F)CO,,1,,,-127,,-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,FALSE,,"(E)-3-chloro-2,3-difluoroprop-2-en-1-ol",From_Review_167,CDCl3,,,OC/C(F)=C(/F)Cl,,1,,,,-152,,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,FALSE,,"(Z)-3-chloro-2,3-difluoroprop-2-en-1-ol",From_Review_168,CDCl3,,,OC/C(F)=C(\F)Cl,,1,,,,-141,,-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,FALSE,,octyl (E)-3-fluoroacrylate,From_Review_169,CDCl3,,,CCCCCCCCOC(=O)/C=C/F,,1,,,,,,,,,,,,,,-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,FALSE,,methyl (E)-2-(fluoromethylene)octanoate,From_Review_170,CDCl3,,,CCCCCC/C(=C\F)C(=O)OC,,1,,,,,,,,,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,FALSE,,(Z)-5-fluoronon-4-en-3-one,From_Review_171,CDCl3,,,CCCC/C(F)=C/C(=O)CC,,1,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,FALSE,,(E)-5-fluoronon-4-en-3-one,From_Review_172,CDCl3,,,CCCC/C(F)=C\C(=O)CC,,1,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,FALSE,,(E)-3-fluoropent-2-enoic acid,From_Review_173,CDCl3,,,CC/C(F)=C\C(=O)O,,1,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,FALSE,,methyl (E)-3-fluorohept-2-enoate,From_Review_174,CDCl3,,,CCCC/C(F)=C\C(=O)OC,,1,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,FALSE,,methyl (E)-3-fluorohept-2-enoate,From_Review_175,CDCl3,,,CCCC/C(F)=C/C(=O)OC,,1,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,FALSE,,methyl (Z)-3-fluoro-3-phenylacrylate,From_Review_176,CDCl3,,,COC(=O)/C=C(\F)c1ccccc1,,1,,,,,,,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,FALSE,,3-fluorobut-3-en-2-one,From_Review_177,CDCl3,,,C=C(F)C(C)=O,,1,,,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,FALSE,,butyl 2-fluoroacrylate,From_Review_178,CDCl3,,,C=C(F)C(=O)OCCCC,,1,,,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,FALSE,,[H]/C([H])=C(C(OCCCC)=O)\F,From_Review_179,CDCl3,,,CCOC(=O)/C(F)=C/c1ccccc1,,1,,,,,,,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,FALSE,,ethyl (E)-2-fluoro-3-phenylacrylate,From_Review_180,CDCl3,,,CCOC(=O)/C(F)=C\c1ccccc1,,1,,,,,,,-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,FALSE,,tert-butyl (Z)-2-fluorodec-2-enoate,From_Review_181,CDCl3,,,CCCCCCC/C=C(\F)C(=O)OC(C)(C)C,,1,,,,,,,,,,-130.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,FALSE,,tert-butyl (E)-2-fluorodec-2-enoate,From_Review_182,CDCl3,,,CCCCCCC/C=C(/F)C(=O)OC(C)(C)C,,1,,,,,,,,,,-121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,FALSE,,3-fluoroprop-1-ene,From_Review_183,CDCl3,,,C=CCF,,0,,,,-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,FALSE,,3-fluoroprop-1-yne,From_Review_184,CDCl3,,,C#CCF,,0,,,,-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,FALSE,,(E)-1-fluorobut-2-ene,From_Review_185,CDCl3,,,C/C=C/CF,,0,,,,,-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,FALSE,,(E)-(3-fluoroprop-1-en-1-yl)benzene,From_Review_186,CDCl3,,,FC/C=C/c1ccccc1,,0,-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,FALSE,,3-fluoro-2-methylprop-1-ene,From_Review_187,CDCl3,,,C=C(C)CF,,0,,,,,-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,FALSE,,(3-fluoroprop-1-en-2-yl)benzene,From_Review_188,CDCl3,,,C=C(CF)c1ccccc1,,0,,,,-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,FALSE,,3-fluorobut-1-ene,From_Review_189,CDCl3,,,C=CC(C)F,,0,,,,,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,FALSE,,(E)-(3-fluorobut-1-en-1-yl)benzene,From_Review_190,CDCl3,,,CC(F)/C=C/c1ccccc1,,0,,,-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,FALSE,,ethyl (E)-4-fluorobut-2-enoate,From_Review_191,CDCl3,,,CCOC(=O)/C=C/CF,,0,,,,,,,,,-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,FALSE,,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methoxybenzene,From_Review_192,CDCl3,,,COc1ccc(/C=C/CF)cc1,,0,,,,,,,,,,-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,FALSE,,(E)-(3-fluoroprop-1-en-1-yl)benzene,From_Review_193,CDCl3,,,FC/C=C/c1ccccc1,,0,-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,FALSE,,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methylbenzene,From_Review_194,CDCl3,,,Cc1ccc(/C=C/CF)cc1,,0,,,,,,,,,-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,FALSE,,fluorobenzene,From_Review_195,CDCl3,,,Fc1ccccc1,,1,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,FALSE,,"1,2-difluorobenzene",From_Review_196,CDCl3,,,Fc1ccccc1F,,1,-139,,,,,,,-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,FALSE,,"1,3-difluorobenzene",From_Review_197,CDCl3,,,Fc1cccc(F)c1,,1,-110,,,,,,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,FALSE,,"1,4-difluorobenzene",From_Review_198,CDCl3,,,Fc1ccc(F)cc1,,1,-120,,,,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,FALSE,,"1,3,5-trifluorobenzene",From_Review_199,CDCl3,,,Fc1cc(F)cc(F)c1,,1,-101,,,,-101,,,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,FALSE,,perfluorobenzene,From_Review_200,CDCl3,,,Fc1c(F)c(F)c(F)c(F)c1F,,1,-162,,,-162,,-162,,-162,,-162,,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,FALSE,,"1,1-difluorooctane",From_Review_201,CDCl3,,,CCCCCCCC(F)F,,0,,,,,,,,,-116,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,FALSE,,(difluoromethyl)cyclopentane,From_Review_202,CDCl3,,,C1CCC(C1)C(F)F,,0,,,,,,,-119,-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,FALSE,,"2,2-difluorobutane",From_Review_203,CDCl3,,,CCC(C)(F)F,,0,,,,,-93.3,-93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,FALSE,,"3,3-difluoropentane",From_Review_204,CDCl3,,,CCC(F)(F)CC,,0,,,,-102.4,-102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,FALSE,,"2,2-difluoro-3,3-dimethylbutane",From_Review_205,CDCl3,,,CC(C)(C)C(C)(F)F,,0,,,,,,,-102.2,-102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,FALSE,,"3,3-difluoro-2,4-dimethylpentane",From_Review_206,CDCl3,,,CC(C)C(F)(F)C(C)C,,0,,,,,-120,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,FALSE,,"ethyl 2,2-difluoro-3-hydroxy-3-phenylpropanoate",From_Review_207,CDCl3,,,CCOC(=O)C(F)(F)C(O)c1ccccc1,,0,,,,,,,-117.15,-117.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,FALSE,,"1,4-bis(chlorodifluoromethyl)benzene",From_Review_208,CDCl3,,,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,,0,-50,,-50,,,,,,,-50,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,FALSE,,"1,4-bis(bromodifluoromethyl)benzene",From_Review_209,CDCl3,,,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,,0,-46,,-46,,,,,,,-46,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,FALSE,,"1-chloro-1,1-difluoroethane",From_Review_210,CDCl3,,,CC(F)(F)Cl,,0,,,-46,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,FALSE,,"1-chloro-1,1-difluorononane",From_Review_211,CDCl3,,,CCCCCCCCC(F)(F)Cl,,0,,,,,,,,,,-49,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,FALSE,,"1-bromo-1,1-difluorohexane",From_Review_212,CDCl3,,,CCCCCC(F)(F)Br,,0,,,,,,,-44,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,FALSE,,"1,1-difluoro-1,3-diiodopropane",From_Review_213,CDCl3,,,FC(F)(I)CCI,,0,-39,,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,FALSE,,"2-chloro-1,1-difluoroethane",From_Review_214,CDCl3,,,FC(F)CCl,,0,-120,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,FALSE,,"1,1,2-trifluoroethane",From_Review_215,CDCl3,,,FCC(F)F,,0,,,,-130,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
